UF = 11 - Rondônia
Coluna;;CNAE 2.0 Div;Tamanho Estabelecimento
Ano;Escolaridade após 2005;ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA;ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA;ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA;ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA;ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA;ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA;ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA;ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA;ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA;ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total
;Fundamental Completo;305;98;86;94;112;205;139;212;506;1757;305;98;86;94;112;205;139;212;506;1757
;Mestrado;0;3;4;3;3;0;3;76;132;224;0;3;4;3;3;0;3;76;132;224
;Médio Completo;4149;1307;1453;2041;2100;2708;1745;3109;6489;25101;4149;1307;1453;2041;2100;2708;1745;3109;6489;25101
;Médio Incompleto;218;68;69;112;141;144;155;289;445;1641;218;68;69;112;141;144;155;289;445;1641
;Superior Completo;401;285;334;520;522;766;723;1382;2068;7001;401;285;334;520;522;766;723;1382;2068;7001
;Superior Incompleto;220;71;81;138;85;92;82;76;202;1047;220;71;81;138;85;92;82;76;202;1047
2016;Total;5583;2047;2161;3017;2692;4511;2709;7356;10423;40499;5583;2047;2161;3017;2692;4511;2709;7356;10423;40499
;5ª Completo Fundamental;26;18;6;23;21;66;29;52;58;299;26;18;6;23;21;66;29;52;58;299
;6ª a 9ª Fundamental;84;40;16;55;51;108;110;218;269;951;84;40;16;55;51;108;110;218;269;951
;Analfabeto;2;0;1;1;0;3;3;1;2;13;2;0;1;1;0;3;3;1;2;13
;Até 5ª Incompleto;20;9;5;20;19;41;57;54;46;271;20;9;5;20;19;41;57;54;46;271
;Doutorado;0;0;0;0;3;0;0;21;3;27;0;0;0;0;3;0;0;21;3;27
;Fundamental Completo;280;82;74;93;94;182;135;255;518;1713;280;82;74;93;94;182;135;255;518;1713
;Mestrado;5;2;5;3;3;1;2;84;133;238;5;2;5;3;3;1;2;84;133;238
;Médio Completo;4242;1410;1504;1986;1822;2863;1488;4288;6642;26245;4242;1410;1504;1986;1822;2863;1488;4288;6642;26245
;Médio Incompleto;217;81;72;111;114;142;129;303;415;1584;217;81;72;111;114;142;129;303;415;1584
;Superior Completo;460;298;393;589;475;1005;668;1905;2148;7941;460;298;393;589;475;1005;668;1905;2148;7941
;Superior Incompleto;247;107;85;136;90;100;88;175;189;1217;247;107;85;136;90;100;88;175;189;1217
2017;Total;5686;2072;2359;2950;2672;4341;3280;8815;10398;42573;5686;2072;2359;2950;2672;4341;3280;8815;10398;42573
;5ª Completo Fundamental;22;16;7;13;18;67;29;53;52;277;22;16;7;13;18;67;29;53;52;277
;6ª a 9ª Fundamental;78;39;20;37;51;112;101;238;272;948;78;39;20;37;51;112;101;238;272;948
;Analfabeto;4;1;2;1;0;6;2;1;1;18;4;1;2;1;0;6;2;1;1;18
;Até 5ª Incompleto;18;12;9;12;19;45;56;62;33;266;18;12;9;12;19;45;56;62;33;266
;Doutorado;1;1;0;0;0;0;0;18;4;24;1;1;0;0;0;0;0;18;4;24
;Fundamental Completo;280;87;77;62;69;214;133;292;467;1681;280;87;77;62;69;214;133;292;467;1681
;Mestrado;6;2;4;6;2;1;4;85;168;278;6;2;4;6;2;1;4;85;168;278
;Médio Completo;4293;1392;1666;1940;1830;2684;1962;5222;6682;27671;4293;1392;1666;1940;1830;2684;1962;5222;6682;27671
;Médio Incompleto;217;75;83;110;95;155;127;271;441;1574;217;75;83;110;95;155;127;271;441;1574
;Superior Completo;507;348;387;612;489;946;799;2344;2072;8504;507;348;387;612;489;946;799;2344;2072;8504
;Superior Incompleto;260;99;104;157;99;111;67;229;206;1332;260;99;104;157;99;111;67;229;206;1332
2018;Total;5852;2289;2397;3102;3178;4504;3662;6755;11741;43480;5852;2289;2397;3102;3178;4504;3662;6755;11741;43480
;5ª Completo Fundamental;28;10;7;17;33;61;31;38;63;288;28;10;7;17;33;61;31;38;63;288
;6ª a 9ª Fundamental;73;41;22;48;60;117;97;133;318;909;73;41;22;48;60;117;97;133;318;909
;Analfabeto;4;0;0;2;1;4;2;0;2;15;4;0;0;2;1;4;2;0;2;15
;Até 5ª Incompleto;32;11;9;15;19;42;58;52;34;272;32;11;9;15;19;42;58;52;34;272
;Doutorado;1;1;0;1;0;1;2;22;4;32;1;1;0;1;0;1;2;22;4;32
;Fundamental Completo;241;80;68;60;79;198;144;188;485;1543;241;80;68;60;79;198;144;188;485;1543
;Mestrado;5;4;3;7;3;3;4;85;10;124;5;4;3;7;3;3;4;85;10;124
;Médio Completo;4342;1502;1590;1951;2093;2735;2166;3973;7600;27952;4342;1502;1590;1951;2093;2735;2166;3973;7600;27952
;Médio Incompleto;203;79;84;114;126;188;154;201;462;1611;203;79;84;114;126;188;154;201;462;1611
;Superior Completo;636;434;493;697;634;1032;917;1898;2587;9328;636;434;493;697;634;1032;917;1898;2587;9328
;Superior Incompleto;287;127;121;190;130;123;87;165;176;1406;287;127;121;190;130;123;87;165;176;1406
2019;Total;5886;2581;2353;3355;3635;3847;3687;6687;11910;43941;5886;2581;2353;3355;3635;3847;3687;6687;11910;43941
;5ª Completo Fundamental;21;8;7;16;19;39;32;40;59;241;21;8;7;16;19;39;32;40;59;241
;6ª a 9ª Fundamental;58;30;20;52;63;88;94;148;308;861;58;30;20;52;63;88;94;148;308;861
;Analfabeto;5;0;2;3;10;4;4;2;1;31;5;0;2;3;10;4;4;2;1;31
;Até 5ª Incompleto;27;17;9;14;15;33;42;63;31;251;27;17;9;14;15;33;42;63;31;251
;Doutorado;1;0;0;4;3;1;10;25;4;48;1;0;0;4;3;1;10;25;4;48
;Fundamental Completo;204;76;64;87;79;174;132;199;485;1500;204;76;64;87;79;174;132;199;485;1500
;Mestrado;7;6;6;8;2;2;3;84;8;126;7;6;6;8;2;2;3;84;8;126
;Médio Completo;4379;1687;1509;2134;2272;2404;2215;3873;7802;28275;4379;1687;1509;2134;2272;2404;2215;3873;7802;28275
;Médio Incompleto;178;86;86;124;138;152;147;231;460;1602;178;86;86;124;138;152;147;231;460;1602
;Superior Completo;681;517;498;738;860;835;928;1857;2594;9508;681;517;498;738;860;835;928;1857;2594;9508
;Superior Incompleto;325;154;152;175;174;115;80;165;158;1498;325;154;152;175;174;115;80;165;158;1498
2020;Total;5907;2498;2407;3399;3274;4936;6016;7719;20345;56501;5907;2498;2407;3399;3274;4936;6016;7719;20345;56501
;5ª Completo Fundamental;18;6;6;9;21;38;39;42;69;248;18;6;6;9;21;38;39;42;69;248
;6ª a 9ª Fundamental;55;25;23;44;49;94;96;146;271;803;55;25;23;44;49;94;96;146;271;803
;Analfabeto;6;2;2;3;7;3;6;6;0;35;6;2;2;3;7;3;6;6;0;35
;Até 5ª Incompleto;29;13;12;13;15;41;51;58;75;307;29;13;12;13;15;41;51;58;75;307
;Doutorado;1;0;0;2;5;5;1;30;20;64;1;0;0;2;5;5;1;30;20;64
;Fundamental Completo;215;62;66;90;70;158;160;202;725;1748;215;62;66;90;70;158;160;202;725;1748
;Mestrado;7;4;9;6;6;14;10;83;103;242;7;4;9;6;6;14;10;83;103;242
;Médio Completo;4307;1659;1564;2207;2127;3185;3521;4733;11318;34621;4307;1659;1564;2207;2127;3185;3521;4733;11318;34621
;Médio Incompleto;187;85;81;94;109;139;149;246;425;1515;187;85;81;94;109;139;149;246;425;1515
;Superior Completo;745;476;529;749;709;1108;1799;2052;7049;15216;745;476;529;749;709;1108;1799;2052;7049;15216
;Superior Incompleto;337;166;115;182;156;151;184;121;290;1702;337;166;115;182;156;151;184;121;290;1702
2021;Total;6395;2997;2745;3812;2944;5282;6334;9303;21028;60840;6395;2997;2745;3812;2944;5282;6334;9303;21028;60840
;5ª Completo Fundamental;16;9;9;17;80;47;25;39;69;311;16;9;9;17;80;47;25;39;69;311
;6ª a 9ª Fundamental;54;28;18;46;28;104;104;119;244;745;54;28;18;46;28;104;104;119;244;745
;Analfabeto;6;1;0;3;7;6;6;7;0;36;6;1;0;3;7;6;6;7;0;36
;Até 5ª Incompleto;25;19;12;20;12;40;36;57;74;295;25;19;12;20;12;40;36;57;74;295
;Doutorado;1;0;1;3;2;3;3;30;24;67;1;0;1;3;2;3;3;30;24;67
;Fundamental Completo;220;74;60;88;57;177;142;173;809;1800;220;74;60;88;57;177;142;173;809;1800
;Mestrado;3;4;4;5;8;9;9;91;107;240;3;4;4;5;8;9;9;91;107;240
;Médio Completo;4704;1966;1825;2539;1895;3252;3798;5843;11569;37391;4704;1966;1825;2539;1895;3252;3798;5843;11569;37391
;Médio Incompleto;189;103;84;105;109;148;163;277;376;1554;189;103;84;105;109;148;163;277;376;1554
;Superior Completo;817;591;567;818;609;1354;1877;2536;7439;16608;817;591;567;818;609;1354;1877;2536;7439;16608
;Superior Incompleto;360;202;165;168;137;142;171;131;317;1793;360;202;165;168;137;142;171;131;317;1793
Total;Total;40742;16385;16482;22630;21478;31542;28763;52079;96090;326191;40742;16385;16482;22630;21478;31542;28763;52079;96090;326191
;5ª Completo Fundamental;160;85;48;116;219;379;215;316;428;1966;160;85;48;116;219;379;215;316;428;1966
;6ª a 9ª Fundamental;482;242;138;328;374;737;727;1174;1976;6178;482;242;138;328;374;737;727;1174;1976;6178
;Analfabeto;28;4;8;14;26;27;26;18;6;157;28;4;8;14;26;27;26;18;6;157
;Até 5ª Incompleto;181;93;63;113;119;272;370;405;341;1957;181;93;63;113;119;272;370;405;341;1957
;Doutorado;5;2;1;10;13;10;16;162;62;281;5;2;1;10;13;10;16;162;62;281
;Fundamental Completo;1745;559;495;574;560;1308;985;1521;3995;11742;1745;559;495;574;560;1308;985;1521;3995;11742
;Mestrado;33;25;35;38;27;30;35;588;661;1472;33;25;35;38;27;30;35;588;661;1472
;Médio Completo;30416;10923;11111;14798;14139;19831;16895;31041;58102;207256;30416;10923;11111;14798;14139;19831;16895;31041;58102;207256
;Médio Incompleto;1409;577;559;770;832;1068;1024;1818;3024;11081;1409;577;559;770;832;1068;1024;1818;3024;11081
;Superior Completo;4247;2949;3201;4723;4298;7046;7711;13974;25957;74106;4247;2949;3201;4723;4298;7046;7711;13974;25957;74106
;Superior Incompleto;2036;926;823;1146;871;834;759;1062;1538;9995;2036;926;823;1146;871;834;759;1062;1538;9995
UF = 33 - Rio de Janeiro
Coluna;;CNAE 2.0 Div;Tamanho Estabelecimento
Ano;Escolaridade após 2005;ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA;ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA;ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA;ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA;ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA;ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA;ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA;ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA;ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA;ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total
;;De 1 a 4;De 5 a 9;De 10 a 19;De 20 a 49;De 50 a 99;De 100 a 249;De 250 a 499;De 500 a 999;1000 ou Mais;Total;De 1 a 4;De 5 a 9;De 10 a 19;De 20 a 49;De 50 a 99;De 100 a 249;De 250 a 499;De 500 a 999;1000 ou Mais;Total
2015;Total;20980;9296;9893;15893;13286;20719;22567;37687;62769;213090;20980;9296;9893;15893;13286;20719;22567;37687;62769;213090
;5ª Completo Fundamental;168;88;71;162;180;191;326;425;316;1927;168;88;71;162;180;191;326;425;316;1927
;6ª a 9ª Fundamental;333;151;126;223;322;416;726;987;1100;4384;333;151;126;223;322;416;726;987;1100;4384
;Analfabeto;5;4;2;7;4;6;8;7;6;49;5;4;2;7;4;6;8;7;6;49
;Até 5ª Incompleto;76;56;48;76;104;146;231;327;194;1258;76;56;48;76;104;146;231;327;194;1258
;Doutorado;6;7;6;17;14;31;10;54;165;310;6;7;6;17;14;31;10;54;165;310
;Fundamental Completo;1665;651;637;805;877;906;1382;1982;2284;11189;1665;651;637;805;877;906;1382;1982;2284;11189
;Mestrado;13;10;17;37;29;41;23;147;281;598;13;10;17;37;29;41;23;147;281;598
;Médio Completo;15443;6441;6517;10277;8072;11949;12835;21946;30322;123802;15443;6441;6517;10277;8072;11949;12835;21946;30322;123802
;Médio Incompleto;1012;393;377;494;472;638;1075;1228;1861;7550;1012;393;377;494;472;638;1075;1228;1861;7550
;Superior Completo;1536;1209;1719;3194;2809;5643;5317;9503;24864;55794;1536;1209;1719;3194;2809;5643;5317;9503;24864;55794
;Superior Incompleto;723;286;373;601;403;752;634;1081;1376;6229;723;286;373;601;403;752;634;1081;1376;6229
2016;Total;21164;9235;9997;15611;12197;19256;23935;35026;63315;209736;21164;9235;9997;15611;12197;19256;23935;35026;63315;209736
;5ª Completo Fundamental;156;82;69;132;124;176;343;404;287;1773;156;82;69;132;124;176;343;404;287;1773
;6ª a 9ª Fundamental;300;166;119;216;286;339;806;952;997;4181;300;166;119;216;286;339;806;952;997;4181
;Analfabeto;9;4;3;5;3;7;12;5;4;52;9;4;3;5;3;7;12;5;4;52
;Até 5ª Incompleto;81;49;42;69;83;126;270;322;165;1207;81;49;42;69;83;126;270;322;165;1207
;Doutorado;4;5;8;13;13;33;30;22;311;439;4;5;8;13;13;33;30;22;311;439
;Fundamental Completo;1563;646;632;838;740;824;1474;1935;2581;11233;1563;646;632;838;740;824;1474;1935;2581;11233
;Mestrado;17;7;13;19;34;39;76;39;306;550;17;7;13;19;34;39;76;39;306;550
;Médio Completo;15657;6381;6713;10006;7501;11183;13454;20441;32249;123585;15657;6381;6713;10006;7501;11183;13454;20441;32249;123585
;Médio Incompleto;970;376;356;473;394;559;1186;1056;1788;7158;970;376;356;473;394;559;1186;1056;1788;7158
;Superior Completo;1639;1211;1725;3231;2652;5328;5651;8909;23435;53781;1639;1211;1725;3231;2652;5328;5651;8909;23435;53781
;Superior Incompleto;768;308;317;609;367;642;633;941;1192;5777;768;308;317;609;367;642;633;941;1192;5777
2017;Total;21374;9555;9881;15154;12928;19910;25412;32690;59842;206746;21374;9555;9881;15154;12928;19910;25412;32690;59842;206746
;5ª Completo Fundamental;143;72;73;127;116;170;373;343;323;1740;143;72;73;127;116;170;373;343;323;1740
;6ª a 9ª Fundamental;276;164;89;220;250;345;867;815;925;3951;276;164;89;220;250;345;867;815;925;3951
;Analfabeto;7;4;3;6;4;5;16;4;6;55;7;4;3;6;4;5;16;4;6;55
;Até 5ª Incompleto;69;53;44;70;72;151;282;275;219;1235;69;53;44;70;72;151;282;275;219;1235
;Doutorado;8;7;7;18;20;69;35;105;575;844;8;7;7;18;20;69;35;105;575;844
;Fundamental Completo;1453;658;543;740;629;852;1513;1642;2459;10489;1453;658;543;740;629;852;1513;1642;2459;10489
;Mestrado;12;11;11;29;40;66;82;85;460;796;12;11;11;29;40;66;82;85;460;796
;Médio Completo;15941;6543;6790;9722;8026;11734;14623;18935;30183;122497;15941;6543;6790;9722;8026;11734;14623;18935;30183;122497
;Médio Incompleto;890;368;307;441;391;598;967;1504;1673;7139;890;368;307;441;391;598;967;1504;1673;7139
;Superior Completo;1753;1358;1677;3174;2962;5240;5943;7969;21549;51625;1753;1358;1677;3174;2962;5240;5943;7969;21549;51625
;Superior Incompleto;822;317;337;607;418;680;711;1013;1470;6375;822;317;337;607;418;680;711;1013;1470;6375
2018;Total;21495;10067;10330;14821;14334;17381;26002;32606;56693;203729;21495;10067;10330;14821;14334;17381;26002;32606;56693;203729
;5ª Completo Fundamental;129;70;65;100;105;146;329;309;223;1476;129;70;65;100;105;146;329;309;223;1476
;6ª a 9ª Fundamental;246;166;98;202;239;272;762;802;664;3451;246;166;98;202;239;272;762;802;664;3451
;Analfabeto;7;5;2;5;2;4;13;7;5;50;7;5;2;5;2;4;13;7;5;50
;Até 5ª Incompleto;77;57;38;65;71;150;259;234;205;1156;77;57;38;65;71;150;259;234;205;1156
;Doutorado;7;5;8;13;17;20;8;30;585;693;7;5;8;13;17;20;8;30;585;693
;Fundamental Completo;1348;563;493;663;588;691;1436;1296;2037;9115;1348;563;493;663;588;691;1436;1296;2037;9115
;Mestrado;10;7;11;36;38;110;46;160;477;895;10;7;11;36;38;110;46;160;477;895
;Médio Completo;16126;6931;7103;9619;8851;10279;15500;19527;29545;123481;16126;6931;7103;9619;8851;10279;15500;19527;29545;123481
;Médio Incompleto;812;364;306;409;411;535;946;1377;1345;6505;812;364;306;409;411;535;946;1377;1345;6505
;Superior Completo;1875;1508;1823;3081;3497;4505;6055;7743;20459;50546;1875;1508;1823;3081;3497;4505;6055;7743;20459;50546
;Superior Incompleto;858;391;383;628;515;669;648;1121;1148;6361;858;391;383;628;515;669;648;1121;1148;6361
2019;Total;21354;9960;10586;15340;12236;16594;26010;28831;49375;190286;21354;9960;10586;15340;12236;16594;26010;28831;49375;190286
;5ª Completo Fundamental;121;70;74;68;96;135;287;268;222;1341;121;70;74;68;96;135;287;268;222;1341
;6ª a 9ª Fundamental;228;136;82;178;180;254;737;690;554;3039;228;136;82;178;180;254;737;690;554;3039
;Analfabeto;12;6;5;7;5;6;12;8;7;68;12;6;5;7;5;6;12;8;7;68
;Até 5ª Incompleto;68;53;40;55;60;149;271;215;181;1092;68;53;40;55;60;149;271;215;181;1092
;Doutorado;1;5;8;18;14;20;9;18;41;134;1;5;8;18;14;20;9;18;41;134
;Fundamental Completo;1125;499;473;573;543;573;1231;1093;1630;7740;1125;499;473;573;543;573;1231;1093;1630;7740
;Mestrado;9;6;12;26;23;55;44;68;141;384;9;6;12;26;23;55;44;68;141;384
;Médio Completo;16002;6833;7335;10080;7868;9718;15924;17345;27791;118896;16002;6833;7335;10080;7868;9718;15924;17345;27791;118896
;Médio Incompleto;734;355;312;474;355;475;906;1241;880;5732;734;355;312;474;355;475;906;1241;880;5732
;Superior Completo;2162;1642;1816;3209;2668;4590;5982;6951;16056;45076;2162;1642;1816;3209;2668;4590;5982;6951;16056;45076
;Superior Incompleto;892;355;429;652;424;619;607;934;1872;6784;892;355;429;652;424;619;607;934;1872;6784
2020;Total;20725;9897;11128;14608;12245;15379;24174;31678;55333;195167;20725;9897;11128;14608;12245;15379;24174;31678;55333;195167
;5ª Completo Fundamental;122;59;56;56;84;106;242;239;238;1202;122;59;56;56;84;106;242;239;238;1202
;6ª a 9ª Fundamental;226;131;97;130;161;274;623;706;622;2970;226;131;97;130;161;274;623;706;622;2970
;Analfabeto;17;5;5;8;4;6;12;8;40;105;17;5;5;8;4;6;12;8;40;105
;Até 5ª Incompleto;65;48;33;46;70;107;242;214;187;1012;65;48;33;46;70;107;242;214;187;1012
;Doutorado;1;7;8;17;15;22;10;17;56;153;1;7;8;17;15;22;10;17;56;153
;Fundamental Completo;1007;457;382;460;469;544;991;1148;1502;6960;1007;457;382;460;469;544;991;1148;1502;6960
;Mestrado;12;5;15;29;26;62;33;72;164;418;12;5;15;29;26;62;33;72;164;418
;Médio Completo;15582;6914;7789;9782;8058;9361;15239;19089;31542;123356;15582;6914;7789;9782;8058;9361;15239;19089;31542;123356
;Médio Incompleto;650;304;344;395;347;385;759;1268;791;5243;650;304;344;395;347;385;759;1268;791;5243
;Superior Completo;2164;1614;1850;3109;2553;3957;5463;7946;18315;46971;2164;1614;1850;3109;2553;3957;5463;7946;18315;46971
;Superior Incompleto;879;353;549;576;458;555;560;971;1876;6777;879;353;549;576;458;555;560;971;1876;6777
2021;Total;21716;11611;11695;15337;13485;14718;27134;32819;63051;211566;21716;11611;11695;15337;13485;14718;27134;32819;63051;211566
;5ª Completo Fundamental;98;60;44;56;80;82;225;205;222;1072;98;60;44;56;80;82;225;205;222;1072
;6ª a 9ª Fundamental;224;126;102;136;153;258;598;695;1004;3296;224;126;102;136;153;258;598;695;1004;3296
;Analfabeto;17;7;13;8;4;6;12;17;44;128;17;7;13;8;4;6;12;17;44;128
;Até 5ª Incompleto;78;48;43;45;62;89;228;198;188;979;78;48;43;45;62;89;228;198;188;979
;Doutorado;2;10;8;10;7;25;21;30;74;187;2;10;8;10;7;25;21;30;74;187
;Fundamental Completo;931;518;400;464;466;473;953;1008;1703;6916;931;518;400;464;466;473;953;1008;1703;6916
;Mestrado;14;8;13;21;33;85;39;77;243;533;14;8;13;21;33;85;39;77;243;533
;Médio Completo;16439;8254;8260;10587;8724;8867;17102;19718;35369;133320;16439;8254;8260;10587;8724;8867;17102;19718;35369;133320
;Médio Incompleto;642;319;359;374;371;374;754;1179;947;5319;642;319;359;374;371;374;754;1179;947;5319
;Superior Completo;2329;1798;1874;3004;3081;3835;6519;8810;21522;52772;2329;1798;1874;3004;3081;3835;6519;8810;21522;52772
;Superior Incompleto;942;463;579;632;504;624;683;882;1735;7044;942;463;579;632;504;624;683;882;1735;7044
Total;Total;148808;69621;73510;106764;90711;123957;175234;231337;410378;1430320;148808;69621;73510;106764;90711;123957;175234;231337;410378;1430320
;5ª Completo Fundamental;937;501;452;701;785;1006;2125;2193;1831;10531;937;501;452;701;785;1006;2125;2193;1831;10531
;6ª a 9ª Fundamental;1833;1040;713;1305;1591;2158;5119;5647;5866;25272;1833;1040;713;1305;1591;2158;5119;5647;5866;25272
;Analfabeto;74;35;33;46;26;40;85;56;112;507;74;35;33;46;26;40;85;56;112;507
;Até 5ª Incompleto;514;364;288;426;522;918;1783;1785;1339;7939;514;364;288;426;522;918;1783;1785;1339;7939
;Doutorado;29;46;53;106;100;220;123;276;1807;2760;29;46;53;106;100;220;123;276;1807;2760
;Fundamental Completo;9092;3992;3560;4543;4312;4863;8980;10104;14196;63642;9092;3992;3560;4543;4312;4863;8980;10104;14196;63642
;Mestrado;87;54;92;197;223;458;343;648;2072;4174;87;54;92;197;223;458;343;648;2072;4174
;Médio Completo;111190;48297;50507;70073;57100;73091;104677;137001;217001;868937;111190;48297;50507;70073;57100;73091;104677;137001;217001;868937
;Médio Incompleto;5710;2479;2361;3060;2741;3564;6593;8853;9285;44646;5710;2479;2361;3060;2741;3564;6593;8853;9285;44646
;Superior Completo;13458;10340;12484;22002;20222;33098;40930;57831;146200;356565;13458;10340;12484;22002;20222;33098;40930;57831;146200;356565
;Superior Incompleto;5884;2473;2967;4305;3089;4541;4476;6943;10669;45347;5884;2473;2967;4305;3089;4541;4476;6943;10669;45347
UF = 35 - São Paulo
Coluna;;CNAE 2.0 Div;Tamanho Estabelecimento
Ano;Escolaridade após 2005;ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA;ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA;ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA;ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA;ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA;ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA;ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA;ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA;ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA;ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total
;;De 1 a 4;De 5 a 9;De 10 a 19;De 20 a 49;De 50 a 99;De 100 a 249;De 250 a 499;De 500 a 999;1000 ou Mais;Total;De 1 a 4;De 5 a 9;De 10 a 19;De 20 a 49;De 50 a 99;De 100 a 249;De 250 a 499;De 500 a 999;1000 ou Mais;Total
2015;Total;57426;22034;20513;29829;30740;56358;71374;82066;261707;632047;57426;22034;20513;29829;30740;56358;71374;82066;261707;632047
;5ª Completo Fundamental;530;220;138;194;262;711;753;748;1478;5034;530;220;138;194;262;711;753;748;1478;5034
;6ª a 9ª Fundamental;938;335;247;363;491;1024;1559;1844;3256;10057;938;335;247;363;491;1024;1559;1844;3256;10057
;Analfabeto;17;17;11;7;12;35;14;38;24;175;17;17;11;7;12;35;14;38;24;175
;Até 5ª Incompleto;265;107;75;134;159;397;433;571;1029;3170;265;107;75;134;159;397;433;571;1029;3170
;Doutorado;14;6;19;29;30;121;88;110;444;861;14;6;19;29;30;121;88;110;444;861
;Fundamental Completo;4151;1271;941;1123;1183;2174;3262;3326;9091;26522;4151;1271;941;1123;1183;2174;3262;3326;9091;26522
;Mestrado;93;81;103;118;144;257;259;193;753;2001;93;81;103;118;144;257;259;193;753;2001
;Médio Completo;40955;14321;12922;18449;18769;34468;44170;50579;148835;383468;40955;14321;12922;18449;18769;34468;44170;50579;148835;383468
;Médio Incompleto;3017;975;714;938;912;1671;1892;2345;5110;17574;3017;975;714;938;912;1671;1892;2345;5110;17574
;Superior Completo;4731;3603;4292;7053;7598;13484;16652;19667;85154;162234;4731;3603;4292;7053;7598;13484;16652;19667;85154;162234
;Superior Incompleto;2715;1098;1051;1421;1180;2016;2292;2645;6533;20951;2715;1098;1051;1421;1180;2016;2292;2645;6533;20951
2016;Total;58160;22820;20812;31153;30534;56376;69069;85428;266769;641121;58160;22820;20812;31153;30534;56376;69069;85428;266769;641121
;5ª Completo Fundamental;462;225;119;192;212;610;669;750;1458;4697;462;225;119;192;212;610;669;750;1458;4697
;6ª a 9ª Fundamental;856;328;230;367;429;916;1410;1826;3136;9498;856;328;230;367;429;916;1410;1826;3136;9498
;Analfabeto;18;24;8;9;13;22;19;42;22;177;18;24;8;9;13;22;19;42;22;177
;Até 5ª Incompleto;240;103;81;135;136;333;396;588;1015;3027;240;103;81;135;136;333;396;588;1015;3027
;Doutorado;18;10;8;28;43;89;70;85;554;905;18;10;8;28;43;89;70;85;554;905
;Fundamental Completo;3871;1294;862;1132;1073;2132;2837;3802;8828;25831;3871;1294;862;1132;1073;2132;2837;3802;8828;25831
;Mestrado;94;81;93;141;112;240;254;121;918;2054;94;81;93;141;112;240;254;121;918;2054
;Médio Completo;41576;14831;13158;18876;18855;34463;42561;53035;152479;389834;41576;14831;13158;18876;18855;34463;42561;53035;152479;389834
